timestamp,price,market_cap
1625356800000,378.7071051777816,2025336950.923201
1625443200000,444.8592594713272,2390332467.225582
1625529600000,494.7109692871486,2657506146.5972047
1625616000000,479.29560079722086,2576197387.8074183
1625702400000,438.3201778557315,2356334011.375227
1625788800000,417.56312424257885,2244804867.807223
1625875200000,435.71721952062035,2336676191.4729457
1625961600000,423.3713493956869,2279140010.706461
1626048000000,434.7977507564055,2338543081.0711145
1626134400000,415.11848554132297,2233316714.6116247
1626220800000,384.25931043862687,2069491903.197425
1626307200000,410.4442463180941,2209687164.0998235
1626393600000,395.16095894460426,2129039103.7288043
1626480000000,369.64081549291035,1992251525.348588
1626566400000,380.04303057200184,2053844532.712571
1626652800000,381.52225164964716,2052954879.3595908
1626739200000,342.0670270041572,1863342154.6672962
1626825600000,351.6247504976311,1899857778.60686
1626912000000,376.1135154917805,2023142193.6736944
1626998400000,414.3394585763994,2237899446.542417
1627084800000,417.53412969044854,2255694107.4759526
1627171200000,410.27373110447957,2208120937.5247283
1627257600000,393.79433679370163,2126402622.18927
1627344000000,390.5207701372326,2112808071.6633213
1627430400000,391.0065898176351,2101265272.4714117
1627516800000,388.16047289419544,2096574815.5362766
1627603200000,397.65328672661775,2149688743.995083
1627689600000,404.47699782869364,2183712993.253379
1627776000000,407.0641743060252,2199784401.2824287
1627862400000,409.8361326168056,2201134891.247679
1627948800000,409.07290649890587,2216438179.664346
1628035200000,396.5407204295846,2150081386.9237404
1628121600000,463.7294794726021,2500009739.389765
1628208000000,476.04467415837513,2578638696.910824
1628294400000,467.34398137737026,2525941000.454511
1628380800000,507.72937438805184,2735354196.7092366
1628467200000,467.13599550546525,2524612580.651477
1628553600000,468.4042571323969,2540146332.601134
1628640000000,473.5887486033522,2553082046.1655903
1628726400000,469.0077879430943,2532485188.653428
1628812800000,453.2103525955232,2442198313.083687
1628899200000,483.18549224182027,2604043675.4475865
1628985600000,475.8470278621948,2556077532.9848905
1629072000000,488.47049386311585,2634552869.612228
1629158400000,471.03596940206984,2586411720.6524124
1629244800000,447.08830695252306,2439128407.986447
1629331200000,441.02582738518356,2389729005.014054
1629417600000,454.7277572722607,2423344922.1350675
1629504000000,478.6063528420844,2583254794.3119097
1629590400000,463.70485359312175,2503946768.320589
1629676800000,457.84189567991393,2475321371.0654583
1629763200000,465.58823314863037,2516382160.123442
1629849600000,424.4977979272222,2301075459.303374
1629936000000,435.1938556947989,2350855756.1581697
1630022400000,410.89008705294634,2231163967.7028427
1630108800000,420.6212898452713,2273792052.0693197
1630195200000,413.886769610092,2234748088.9432425
1630281600000,419.1074098157251,2258549387.579456
1630368000000,420.3561076350463,2271616092.6934547
1630454400000,442.3436664450824,2387843261.6250243
1630540800000,479.7226468878869,2592489164.3513927
1630627200000,463.7645767948197,2496133508.1193347
1630713600000,466.37874144150385,2513938521.196662
1630800000000,472.0571773628597,2553224796.576625
1630886400000,511.0736822931607,2758840046.4412775
1630972800000,511.4867190872168,2769287254.266779
1631059200000,414.99544748175174,2240231951.599327
1631145600000,409.17949388180557,2214395610.6456094
1631232000000,412.0253146685756,2227263877.7684197
1631318400000,390.9478053353231,2109773779.5498226
1631404800000,396.6056226150633,2139899194.3994384
1631491200000,404.53671551026594,2188623578.62343
1631577600000,385.74177264323595,2074951803.018583
1631664000000,446.3912920614717,2408687948.0544024
1631750400000,442.25136025032464,2384134064.7237854
1631836800000,422.80154335776535,2282041466.74637
1631923200000,399.6974873429035,2168745137.301658
1632009600000,401.43250925067065,2166004160.630979
1632096000000,392.7777446258495,2121936559.3579495
1632182400000,337.83113115537185,1812151429.4390898
1632268800000,311.2284830885454,1664120449.0099838
1632355200000,346.09500162253005,1865869161.284987
1632441600000,373.49387877345464,2017480839.1157897
1632528000000,339.1738699804401,1835692873.6460516
1632614400000,332.9252285354104,1898107290.2129576
1632700800000,351.10651498203475,1997509800.5452833
1632787200000,338.7374707733629,1949716891.3672116
1632873600000,319.5290080574903,1830303262.4597576
1632960000000,300.11469976824776,1701486446.1887467
1633046400000,312.1323002931309,1837311569.593608
1633132800000,326.3602904593007,1919557945.8840032
1633219200000,338.1391687161895,1991153659.324702
