,index-cw-10,index-cw-20,index-cw-30,index-ew-10,index-ew-20,index-ew-30
index-cw-10,1.0,0.9977017734694301,0.9940318870347787,0.875652607962098,0.8649965419393892,0.8670606093141892
index-cw-20,0.9977017734694301,1.0,0.9979360895754954,0.8667177654477853,0.8576303759707833,0.8595498943378009
index-cw-30,0.9940318870347787,0.9979360895754954,1.0,0.8541917974783736,0.8482014367691348,0.8491704539914615
index-ew-10,0.875652607962098,0.8667177654477853,0.8541917974783736,1.0,0.9647798178079867,0.9647405379499805
index-ew-20,0.8649965419393892,0.8576303759707833,0.8482014367691348,0.9647798178079867,1.0,0.9981911924107999
index-ew-30,0.8670606093141892,0.8595498943378009,0.8491704539914615,0.9647405379499805,0.9981911924107999,1.0
