index,total_return,mean,median,std,sharpe_ratio,sortino_ratio,max_drawdown
index-cw-10,0.5246136139992845,0.0021826213916135533,0.004910487215707748,0.057455040799798775,-0.19769799791410927,-0.2903237617673002,0.8722773676098436
index-cw-20,0.7166516924246804,0.002160159642485011,0.004577847290890169,0.054395002480831865,-0.20827431471005692,-0.3005849371648828,0.8564510453987227
index-cw-30,0.7434521243062147,0.002141302883598913,0.005435509760760793,0.053668716449901975,-0.2110098309072162,-0.30361276781665403,0.8485722856124487
index-ew-10,-0.5427288379400006,0.000761182093298981,-0.0009728671110746934,0.05946158228531476,-0.21458611963654936,-0.36885528987427235,0.9239643289354986
index-ew-20,-0.7316538786578325,0.0002235674124307117,0.0008254638937270631,0.06108201385102897,-0.21789479851526583,-0.35423452222845336,0.9510185019389089
index-ew-30,-0.569685613596912,0.0008660781771179715,0.0008080170890851779,0.062071936437733954,-0.20530270011395044,-0.32632622073197065,0.9407831781056082
