timestamp,index_value
1609632000,100.0
1609718400,111.02534371125948
1609804800,106.90534585048056
1609891200,111.41757393748081
1609977600,116.95354285127289
1610064000,154.28770290980643
1610150400,162.3695651323012
1610236800,170.30055335700752
1610323200,161.1175706093418
1610409600,142.0079221047768
1610496000,140.75485198947015
1610582400,157.3878093808056
1610668800,154.27077773089297
1610755200,143.23551437920307
1610841600,159.70507178082562
1610928000,162.01367407364913
1611014400,178.2102723360177
1611100800,163.60895593211671
1611187200,160.83295779164487
1611273600,132.43927992356
1611360000,145.96077109207775
1611446400,144.1472271750098
1611532800,152.6693470413562
1611619200,139.93111338408457
1611705600,144.04998768969386
1611792000,132.56152205925966
1611878400,141.71387171036687
1611964800,142.9998113393722
1612051200,148.54668909945232
1612137600,144.6268550257808
1612224000,147.4849613514181
1612310400,152.57104921111952
1612396800,163.40034305582324
1612483200,152.5030877547547
1612569600,162.81425826548667
1612656000,156.71275078033563
1612742400,153.01967733407935
1612828800,161.5909007336616
1612915200,172.99109777357904
1613001600,176.7430889759917
1613088000,211.77022773344495
1613174400,227.78601311382982
1613260800,226.6403538859219
1613347200,210.17374343873732
1613433600,195.41182500987307
1613520000,207.3483529356438
1613606400,211.8029208275898
1613692800,214.19883275219976
1613779200,217.77843889973752
1613865600,207.3718986601691
1613952000,209.4235733696734
1614038400,191.55812199532417
1614124800,162.45651395283792
1614211200,164.8231828364408
1614297600,153.38156415161873
1614384000,151.82913010674307
1614470400,154.50400599509229
1614556800,149.57842721422423
1614643200,169.9712510396136
1614729600,163.31882227649825
1614816000,165.6196949402946
1614902400,159.5322173436083
1614988800,157.04995575744383
1615075200,167.03698461959448
1615161600,189.10897507348344
1615248000,192.8223406817197
1615334400,189.41109897946043
1615420800,183.7435118859944
1615507200,183.68526947919852
1615593600,174.40522649854208
1615680000,185.366938867289
1615766400,174.57506204292568
1615852800,167.23623649551703
1615939200,168.98193334717158
1616025600,171.59045630464936
1616112000,173.63209115276868
1616198400,175.01662173078668
1616284800,171.02722621983096
1616371200,171.6207927155971
1616457600,161.4870859063416
1616544000,163.821103371259
1616630400,150.18166450005415
1616716800,153.73791080337358
1616803200,161.29298478672237
1616889600,159.166422843475
1616976000,158.65930467762496
1617062400,171.6053951559229
1617148800,171.90008887078446
1617235200,174.6624804528377
1617321600,178.7271844935141
1617408000,191.46027036398155
1617494400,174.77491723268614
1617580800,183.68085346542713
1617667200,187.67998457753026
1617753600,201.34598054749722
1617840000,211.20104529992813
1617926400,225.59059538776856
1618012800,218.73991186973154
1618099200,214.24994587291462
1618185600,216.3662777289915
1618272000,209.2061263192138
1618358400,217.1182342294419
1618444800,227.54606001054879
1618531200,247.30606786004878
1618617600,257.3045431530784
1618704000,239.5480799406552
1618790400,256.70866507037624
1618876800,229.9226964455582
1618963200,237.9851208388888
1619049600,226.20720374905096
1619136000,226.89691403778568
1619222400,216.3350582747209
1619308800,196.9023372901205
1619395200,199.28650067670512
1619481600,225.63283574741638
1619568000,241.66180865825675
1619654400,240.27758054886877
1619740800,233.71390619271597
1619827200,243.75884781403641
1619913600,250.30662043981314
1620000000,244.5697952725035
1620086400,272.7370994027545
1620172800,253.61689783502723
1620259200,274.63845175264856
1620345600,264.49591653052215
1620432000,268.9243548548734
1620518400,273.6751537856437
1620604800,268.243632435416
1620691200,303.646375336268
1620777600,397.12424088498904
1620864000,329.17475043540867
1620950400,325.1470965081318
1621036800,376.98362096806187
1621123200,323.6680811177029
1621209600,319.168324495606
1621296000,312.0776104982937
1621382400,355.05819725116385
1621468800,228.89766939452113
1621555200,252.7974921743784
1621641600,213.1539943262703
1621728000,188.60476687687193
1621814400,162.90854360575344
1621900800,237.86197672626318
1621987200,230.1744786977627
1622073600,245.4475415378281
1622160000,230.85995914595395
1622246400,201.79421698457037
1622332800,192.96576518192086
1622419200,205.73880258091145
1622505600,229.98707229974238
1622592000,221.83035128989147
1622678400,222.81033868013932
1622764800,225.72312845934167
1622851200,211.34989781975042
1622937600,208.3689992800231
1623024000,212.2025417034705
1623110400,197.17562722397682
1623196800,195.66582300879716
1623283200,198.67181981085585
1623369600,186.35372813602606
1623456000,180.51949272149568
1623542400,178.94900041025832
1623628800,190.12254913727722
1623715200,193.99809519820863
1623801600,192.51183086145096
1623888000,178.2354244729798
1623974400,178.77744029501306
1624060800,166.7229691896446
1624147200,163.32981083304702
