Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
12,Uniswap,UNI,uniswap,"$15,905,262,491.67",$26.00,611.643.724 UNI *,"$402,608,635.81","0,33%","-0,67%","8,22%"
20,Polygon,MATIC,matic-network,"$8,843,328,492.30",$1.33,6.672.300.637 MATIC *,"$830,568,656.84","1,60%","2,22%","18,02%"
23,Axie Infinity,AXS,axie-infinity,"$8,424,612,358.11",$138.32,60.907.500 AXS *,"$2,673,087,028.99","3,62%","28,14%","116,82%"
41,Aave,AAVE,aave,"$4,096,538,965.81",$310.55,13.191.090 AAVE *,"$248,739,139.01","0,40%","-1,28%","5,94%"
44,Fantom,FTM,fantom,"$3,739,569,892.23",$1.47,2.545.006.273 FTM *,"$386,944,373.01","0,78%","0,66%","24,74%"
45,The Graph,GRT,the-graph,"$3,469,409,888.97",$0.7357,4.715.735.200 GRT *,"$112,004,758.27","0,74%","1,14%","9,54%"
55,Maker,MKR,maker,"$2,520,122,846.93","$2,542.17",991.328 MKR *,"$109,299,844.99","0,55%","2,29%","8,36%"
65,Compound,COMP,compound-governance-token,"$1,797,390,221.65",$326.44,5.506.108 COMP *,"$231,935,905.93","0,14%","-3,58%","-7,52%"
70,XDC Network,XDC,xdce-crowd-sale,"$1,604,533,484.22",$0.1305,12.299.397.470 XDC,"$6,544,898.93","-1,06%","-2,81%","-6,51%"
77,Decentraland,MANA,decentraland,"$1,390,482,900.20",$0.7653,1.816.971.891 MANA *,"$76,887,614.77","0,76%","1,58%","7,18%"
78,SushiSwap,SUSHI,sushi,"$1,376,308,911.87",$10.82,127.244.443 SUSHI *,"$188,564,449.68","0,29%","-0,85%","-5,16%"
79,Celsius,CEL,celsius-degree-token,"$1,365,037,940.57",$5.71,238.863.520 CEL *,"$7,025,933.34","0,22%","-1,00%","12,82%"
82,dYdX,DYDX,dydx,"$1,306,531,443.20",$23.47,55.679.060 DYDX *,"$530,968,645.11","0,22%","1,04%","21,96%"
84,Synthetix,SNX,havven,"$1,229,465,080.95",$10.71,114.841.533 SNX *,"$101,577,175.47","-0,12%","-0,93%","2,55%"
87,Serum,SRM,serum,"$1,196,232,097.54",$8.98,133.231.781 SRM *,"$648,750,245.80","0,72%","3,81%","17,59%"
88,Curve DAO Token,CRV,curve-dao-token,"$1,201,594,317.41",$2.82,426.748.438 CRV *,"$387,977,375.61","-1,44%","10,76%","10,54%"
90,yearn.finance,YFI,yearn-finance,"$1,149,036,397.23","$31,362.11",36.638 YFI *,"$157,090,389.93","-0,44%","-2,07%","3,27%"
92,OKB,OKB,okb,"$1,094,695,917.83",$18.24,60.000.000 OKB *,"$302,569,290.71","1,23%","0,60%","43,22%"
97,Perpetual Protocol,PERP,perpetual-protocol,"$1,032,161,067.65",$15.02,68.700.000 PERP *,"$41,554,495.91","0,59%","-3,31%","6,47%"
99,Audius,AUDIO,audius,"$978,135,294.93",$2.37,411.910.943 AUDIO *,"$34,501,039.61","0,24%","2,67%","15,19%"
101,Nexo,NEXO,nexo,"$936,771,291.14",$1.67,560.000.011 NEXO *,"$11,522,987.61","1,50%","5,14%","13,06%"
103,Bancor,BNT,bancor,"$886,244,017.12",$3.87,229.066.828 BNT *,"$35,119,063.94","0,99%","1,50%","9,19%"
107,0x,ZRX,0x,"$848,149,704.56",$1.00,845.341.602 ZRX *,"$78,530,228.21","0,80%","2,63%","12,37%"
112,The Sandbox,SAND,the-sandbox,"$776,671,568.93",$0.8705,892.246.119 SAND *,"$255,116,222.79","3,45%","10,34%","32,65%"
116,SwissBorg,CHSB,swissborg,"$663,471,864.86",$0.6635,1.000.000.000 CHSB *,"$1,674,525.02","0,03%","-3,02%","10,16%"
117,Ankr,ANKR,ankr,"$662,068,907.17",$0.0864,7.662.899.378 ANKR *,"$37,610,231.94","0,85%","1,37%","9,62%"
118,UMA,UMA,uma,"$638,125,056.12",$10.14,62.949.886 UMA *,"$31,622,091.53","0,14%","2,56%","8,09%"
121,Fetch.ai,FET,fetch-ai,"$593,832,266.40",$0.7959,746.113.681 FET *,"$147,819,383.71","0,13%","-0,88%","-2,27%"
123,1inch,1INCH,1inch,"$555,308,009.95",$3.08,180.362.122 1INCH *,"$384,551,562.86","0,51%","0,63%","14,96%"
127,Polymath,POLY,polymath,"$524,311,478.13",$0.839,624.946.939 POLY *,"$230,921,303.06","1,35%","11,95%","45,00%"
