Date,yield
2021-01-04,0.06800000369548798
2021-01-05,0.07800000160932541
2021-01-06,0.07800000160932541
2021-01-07,0.07999999821186066
2021-01-08,0.07999999821186066
2021-01-11,0.07999999821186066
2021-01-12,0.07999999821186066
2021-01-13,0.07999999821186066
2021-01-14,0.07500000298023224
2021-01-15,0.07500000298023224
2021-01-19,0.0729999989271164
2021-01-20,0.07500000298023224
2021-01-21,0.0729999989271164
2021-01-22,0.07000000029802322
2021-01-25,0.07000000029802322
2021-01-26,0.06800000369548798
2021-01-27,0.05999999865889549
2021-01-28,0.054999999701976776
2021-01-29,0.04800000041723251
2021-02-01,0.04800000041723251
2021-02-02,0.05000000074505806
2021-02-03,0.03999999910593033
2021-02-04,0.029999999329447746
2021-02-05,0.023000000044703484
2021-02-08,0.019999999552965164
2021-02-09,0.032999999821186066
2021-02-10,0.03500000014901161
2021-02-11,0.03500000014901161
2021-02-12,0.03500000014901161
2021-02-16,0.03500000014901161
2021-02-17,0.03500000014901161
2021-02-18,0.023000000044703484
2021-02-19,0.023000000044703484
2021-02-22,0.02500000037252903
2021-02-23,0.023000000044703484
2021-02-24,0.02800000086426735
2021-02-25,0.032999999821186066
2021-02-26,0.03500000014901161
2021-03-01,0.02800000086426735
2021-03-02,0.03500000014901161
2021-03-03,0.03500000014901161
2021-03-04,0.02800000086426735
2021-03-05,0.02800000086426735
2021-03-08,0.03500000014901161
2021-03-09,0.03500000014901161
2021-03-10,0.029999999329447746
2021-03-11,0.02800000086426735
2021-03-12,0.02500000037252903
2021-03-15,0.014999999664723873
2021-03-16,0.00800000037997961
2021-03-17,0.00800000037997961
2021-03-18,0.003000000026077032
2021-03-19,0.004999999888241291
2021-03-22,0.004999999888241291
2021-03-23,0.009999999776482582
2021-03-24,0.014999999664723873
2021-03-25,0.014999999664723873
2021-03-26,0.014999999664723873
2021-03-29,0.00800000037997961
2021-03-30,0.013000000268220901
2021-03-31,0.013000000268220901
2021-04-01,0.00800000037997961
2021-04-05,0.014999999664723873
2021-04-06,0.014999999664723873
2021-04-07,0.009999999776482582
2021-04-08,0.004999999888241291
2021-04-09,0.003000000026077032
2021-04-12,0.009999999776482582
2021-04-13,0.014999999664723873
2021-04-14,0.014999999664723873
2021-04-15,0.009999999776482582
2021-04-16,0.00800000037997961
2021-04-19,0.014999999664723873
2021-04-20,0.014999999664723873
2021-04-21,0.013000000268220901
2021-04-22,0.014999999664723873
2021-04-23,0.014999999664723873
2021-04-26,0.00800000037997961
2021-04-27,0.009999999776482582
2021-04-28,0.00800000037997961
2021-04-29,0.00800000037997961
2021-04-30,0.003000000026077032
2021-05-03,0.004999999888241291
2021-05-04,0.009999999776482582
2021-05-05,0.00800000037997961
2021-05-06,0.00800000037997961
2021-05-07,0.00800000037997961
2021-05-10,0.004999999888241291
2021-05-11,0.009999999776482582
2021-05-12,0.009999999776482582
2021-05-13,0.00800000037997961
2021-05-14,0.004999999888241291
2021-05-17,0.004999999888241291
2021-05-18,0.009999999776482582
2021-05-19,0.004999999888241291
2021-05-20,0.003000000026077032
2021-05-21,0.003000000026077032
2021-05-24,0.003000000026077032
2021-05-25,0.009999999776482582
2021-05-26,0.004999999888241291
2021-05-27,0.004999999888241291
2021-05-28,0.00800000037997961
2021-06-01,0.009999999776482582
2021-06-02,0.014999999664723873
2021-06-03,0.014999999664723873
2021-06-04,0.014999999664723873
2021-06-07,0.017999999225139618
2021-06-08,0.019999999552965164
2021-06-09,0.019999999552965164
2021-06-10,0.019999999552965164
2021-06-11,0.017999999225139618
2021-06-14,0.014999999664723873
2021-06-15,0.019999999552965164
2021-06-16,0.02800000086426735
2021-06-17,0.02800000086426735
2021-06-18,0.02800000086426735
2021-06-21,0.029999999329447746
2021-06-22,0.03799999877810478
2021-06-23,0.03999999910593033
2021-06-24,0.0430000014603138
2021-06-25,0.0430000014603138
2021-06-28,0.03999999910593033
2021-06-29,0.03999999910593033
2021-06-30,0.03999999910593033
2021-07-01,0.03999999910593033
2021-07-02,0.03799999877810478
2021-07-06,0.03999999910593033
2021-07-07,0.0430000014603138
2021-07-08,0.0430000014603138
2021-07-09,0.0430000014603138
2021-07-12,0.0430000014603138
2021-07-13,0.04500000178813934
2021-07-14,0.04500000178813934
2021-07-15,0.03799999877810478
2021-07-16,0.03799999877810478
2021-07-19,0.03999999910593033
2021-07-20,0.04500000178813934
2021-07-21,0.04500000178813934
2021-07-22,0.0430000014603138
2021-07-23,0.04500000178813934
2021-07-26,0.03999999910593033
2021-07-27,0.04500000178813934
2021-07-28,0.04500000178813934
2021-07-29,0.03999999910593033
2021-07-30,0.03999999910593033
2021-08-02,0.03799999877810478
2021-08-03,0.04500000178813934
2021-08-04,0.04500000178813934
2021-08-05,0.0430000014603138
2021-08-06,0.0430000014603138
2021-08-09,0.04500000178813934
2021-08-10,0.05000000074505806
2021-08-11,0.04500000178813934
2021-08-12,0.0430000014603138
2021-08-13,0.04500000178813934
2021-08-16,0.057999998331069946
2021-08-17,0.06300000101327896
2021-08-18,0.054999999701976776
2021-08-19,0.0430000014603138
2021-08-20,0.0430000014603138
2021-08-23,0.03999999910593033
2021-08-24,0.04800000041723251
2021-08-25,0.04500000178813934
2021-08-26,0.0430000014603138
2021-08-27,0.0430000014603138
2021-08-30,0.03799999877810478
2021-08-31,0.03999999910593033
2021-09-01,0.03999999910593033
2021-09-02,0.03999999910593033
2021-09-03,0.03999999910593033
2021-09-07,0.03500000014901161
2021-09-08,0.03999999910593033
2021-09-09,0.03799999877810478
2021-09-10,0.03799999877810478
2021-09-13,0.03799999877810478
2021-09-14,0.03500000014901161
2021-09-15,0.03500000014901161
2021-09-16,0.029999999329447746
2021-09-17,0.02800000086426735
2021-09-20,0.02500000037252903
2021-09-21,0.019999999552965164
2021-09-22,0.02500000037252903
2021-09-23,0.02500000037252903
2021-09-24,0.02500000037252903
2021-09-27,0.02500000037252903
2021-09-28,0.029999999329447746
2021-09-29,0.029999999329447746
2021-09-30,0.02800000086426735
2021-10-01,0.02800000086426735
2021-10-04,0.02800000086426735
2021-10-05,0.03500000014901161
2021-10-06,0.03999999910593033
2021-10-07,0.03999999910593033
2021-10-08,0.03999999910593033
2021-10-11,0.03999999910593033
2021-10-12,0.03999999910593033
2021-10-13,0.04500000178813934
2021-10-14,0.03999999910593033
2021-10-15,0.03799999877810478
2021-10-18,0.0430000014603138
2021-10-19,0.05000000074505806
2021-10-20,0.05000000074505806
2021-10-21,0.05000000074505806
2021-10-22,0.05000000074505806
2021-10-25,0.05000000074505806
2021-10-26,0.05000000074505806
2021-10-27,0.05000000074505806
2021-10-28,0.04800000041723251
2021-10-29,0.04800000041723251
2021-11-01,0.03999999910593033
2021-11-02,0.04500000178813934
2021-11-03,0.04500000178813934
2021-11-04,0.03500000014901161
2021-11-05,0.03999999910593033
2021-11-08,0.03500000014901161
2021-11-09,0.03999999910593033
2021-11-10,0.04500000178813934
2021-11-11,0.03999999910593033
2021-11-12,0.0430000014603138
2021-11-15,0.03799999877810478
2021-11-16,0.03999999910593033
2021-11-17,0.04500000178813934
2021-11-18,0.04500000178813934
2021-11-19,0.04500000178813934
2021-11-22,0.03999999910593033
2021-11-23,0.04500000178813934
2021-11-24,0.05000000074505806
2021-11-26,0.0430000014603138
2021-11-29,0.03799999877810478
2021-11-30,0.04800000041723251
2021-12-01,0.05000000074505806
2021-12-02,0.0430000014603138
2021-12-03,0.0430000014603138
2021-12-06,0.0430000014603138
2021-12-07,0.057999998331069946
2021-12-08,0.05999999865889549
2021-12-09,0.05299999937415123
2021-12-10,0.05000000074505806
2021-12-13,0.0430000014603138
2021-12-14,0.04800000041723251
2021-12-15,0.04500000178813934
2021-12-16,0.03500000014901161
2021-12-17,0.029999999329447746
2021-12-20,0.03799999877810478
2021-12-21,0.06499999761581421
2021-12-22,0.06499999761581421
2021-12-23,0.057999998331069946
2021-12-27,0.0430000014603138
2021-12-28,0.05000000074505806
2021-12-29,0.04500000178813934
2021-12-30,0.02500000037252903
2021-12-31,0.032999999821186066
2022-01-03,0.05299999937415123
2022-01-04,0.07999999821186066
2022-01-05,0.08500000089406967
2022-01-06,0.09000000357627869
2022-01-07,0.08799999952316284
2022-01-10,0.09000000357627869
2022-01-11,0.11800000071525574
2022-01-12,0.11500000208616257
2022-01-13,0.10999999940395355
2022-01-14,0.11800000071525574
2022-01-18,0.12999999523162842
2022-01-19,0.16500000655651093
2022-01-20,0.1679999977350235
2022-01-21,0.15800000727176666
2022-01-24,0.1550000011920929
2022-01-25,0.1850000023841858
2022-01-26,0.17800000309944153
2022-01-27,0.1850000023841858
2022-01-28,0.17299999296665192
2022-01-31,0.17299999296665192
2022-02-01,0.2029999941587448
2022-02-02,0.1850000023841858
2022-02-03,0.19300000369548798
2022-02-04,0.22300000488758087
2022-02-07,0.2029999941587448
2022-02-08,0.2750000059604645
2022-02-09,0.27000001072883606
2022-02-10,0.3700000047683716
2022-02-11,0.33799999952316284
2022-02-14,0.36000001430511475
2022-02-15,0.4000000059604645
2022-02-16,0.37299999594688416
2022-02-17,0.3449999988079071
2022-02-18,0.3179999887943268
2022-02-22,0.33000001311302185
2022-02-23,0.3400000035762787
2022-02-24,0.28299999237060547
2022-02-25,0.2980000078678131
2022-02-28,0.2879999876022339
2022-03-01,0.31299999356269836
2022-03-02,0.32499998807907104
2022-03-03,0.33500000834465027
2022-03-04,0.3050000071525574
2022-03-07,0.3050000071525574
2022-03-08,0.36000001430511475
2022-03-09,0.3700000047683716
2022-03-10,0.36000001430511475
2022-03-11,0.36500000953674316
2022-03-14,0.3779999911785126
2022-03-15,0.4480000138282776
2022-03-16,0.43299999833106995
2022-03-17,0.36000001430511475
2022-03-18,0.382999986410141
2022-03-21,0.45500001311302185
2022-03-22,0.5199999809265137
2022-03-23,0.47999998927116394
2022-03-24,0.4830000102519989
2022-03-25,0.5199999809265137
2022-03-28,0.5080000162124634
2022-03-29,0.5550000071525574
2022-03-30,0.5249999761581421
2022-03-31,0.49300000071525574
2022-04-01,0.5
2022-04-04,0.5379999876022339
2022-04-05,0.6679999828338623
2022-04-06,0.6629999876022339
2022-04-07,0.6600000262260437
2022-04-08,0.6679999828338623
2022-04-11,0.6800000071525574
2022-04-12,0.7379999756813049
2022-04-13,0.7400000095367432
2022-04-14,0.7480000257492065
2022-04-18,0.7549999952316284
2022-04-19,0.8330000042915344
2022-04-20,0.7950000166893005
2022-04-21,0.800000011920929
2022-04-22,0.7799999713897705
2022-04-25,0.7979999780654907
2022-04-26,0.8330000042915344
2022-04-27,0.8080000281333923
2022-04-28,0.7850000262260437
2022-04-29,0.8080000281333923
2022-05-02,0.7649999856948853
2022-05-03,0.8949999809265137
2022-05-04,0.8330000042915344
2022-05-05,0.8029999732971191
2022-05-06,0.8149999976158142
2022-05-09,0.800000011920929
2022-05-10,0.878000020980835
2022-05-11,0.8830000162124634
2022-05-12,0.9049999713897705
2022-05-13,0.9430000185966492
2022-05-16,0.9800000190734863
2022-05-17,1.0379999876022339
2022-05-18,1.003000020980835
2022-05-19,1.0
2022-05-20,0.9779999852180481
2022-05-23,0.9929999709129333
2022-05-24,1.0429999828338623
2022-05-25,1.0449999570846558
2022-05-26,1.027999997138977
2022-05-27,1.024999976158142
2022-05-31,1.0299999713897705
2022-06-01,1.1030000448226929
2022-06-02,1.1130000352859497
2022-06-03,1.1349999904632568
2022-06-06,1.159999966621399
2022-06-07,1.225000023841858
2022-06-08,1.2330000400543213
2022-06-09,1.2380000352859497
2022-06-10,1.2879999876022339
2022-06-13,1.4980000257492065
