timestamp,price,market_cap
1648944000000,2.8832577598207507,1135079086.9292066
1649030400000,2.9450348546456855,1154888805.5402105
1649116800000,2.90825205703418,1139781251.6383157
1649203200000,2.811705371378285,1109903153.6077917
1649289600000,2.5008304618775736,986500134.9528505
1649376000000,2.5446485338774636,998742403.7202569
1649462400000,2.343579985981288,914586393.3081144
1649548800000,2.473298124822515,970032348.2436903
1649635200000,2.418988505988467,951994156.2779486
1649721600000,2.165238121409264,850990891.0101204
1649808000000,2.2269021686826322,870800601.3768874
1649894400000,2.296645690622135,899691966.6012362
1649980800000,2.2295268086327433,875360506.9184208
1650067200000,2.2257694238486696,872800634.601148
1650153600000,2.238697260538546,878306885.2587737
1650240000000,2.214065185732672,867020068.9524546
1650326400000,2.1875712365868174,856390159.2145463
1650412800000,2.312347065099087,905515138.3087972
1650499200000,2.33007632660048,913101898.257552
1650585600000,2.195463295082762,860311273.4989904
1650672000000,2.489863269754465,982471414.0020684
1650758400000,2.6770669716918247,1051478289.7113112
1650844800000,2.6903397711112103,1057899309.1294516
1650931200000,2.7420091992172053,1075490735.3691242
1651017600000,2.364895924442131,927741586.7850736
1651104000000,2.484536203375706,974414284.450434
1651190400000,2.393098334087323,938071484.7109644
1651276800000,2.233682415527306,875552555.7536596
1651363200000,2.003673422539851,781369286.9083713
1651449600000,2.0734602424366746,812803107.4614289
1651536000000,2.1074124794351317,828830159.1687766
1651622400000,2.1566930460043348,846296236.9490469
1651708800000,2.603670946980397,1023014286.6370056
1651795200000,2.4594193989639868,959249304.3767524
1651881600000,2.3009002269415735,903946267.9279246
1651968000000,2.2332239698712604,878856759.4653704
1652054400000,2.347076562647876,920089629.0051119
1652140800000,1.9309693181856113,758061308.1362354
1652227200000,1.9844679006135018,776038084.8937826
1652313600000,1.4734786076775614,576402122.8333236
1652400000000,1.3106006308180715,514009397.1139826
1652486400000,1.3147658537479443,513585407.7462024
1652572800000,1.4218589209898076,553657466.6643289
1652659200000,1.5049180968458475,586649514.4716669
1652745600000,1.3638471885185008,537183458.9902207
1652832000000,1.3933258883480033,547037787.2497479
1652918400000,1.2260874468264211,481084537.1856272
1653004800000,1.0709733258760539,419655751.75572777
1653091200000,1.1354863286447137,447615880.38935226
1653177600000,1.2169953796293262,477401317.9234889
1653264000000,1.2794284265981652,501842233.0536726
1653350400000,1.2991737811738602,510260621.7726728
1653436800000,1.2547139842875097,491396677.00865847
1653523200000,1.2316929418729814,483025097.7111621
1653609600000,1.211744833046089,477102214.02922493
1653696000000,1.1700609988412254,459459129.7225109
1653782400000,1.2236591992934764,481224628.30347484
1653868800000,1.2542174217712914,491598761.80113894
1653955200000,1.383702512113498,541578724.6807355
1654041600000,1.385956769390325,546257805.8925745
1654128000000,1.2720524563837732,501722357.67460424
1654214400000,1.2550060046745788,492383660.6573518
1654300800000,1.1731032429668662,459107869.91867536
1654387200000,1.1785646109609396,461024861.95973563
1654473600000,1.210227259141102,475402555.0895548
1654560000000,1.2867685529855757,505258166.60795146
1654646400000,1.192677443633369,469004861.7596477
1654732800000,1.158861808125679,450696201.79975253
1654819200000,1.1490227108019715,450580545.7182147
1654905600000,1.0266892615316565,401698624.3938007
1654992000000,0.9054840352885188,354729784.2469802
1655078400000,0.8648336238104242,342232861.7854994
1655164800000,0.7085832218361022,276328110.31227183
1655251200000,0.7328840295428897,283787609.1811699
1655337600000,0.7656719725560736,300006739.23233956
1655424000000,0.6620047900124983,258656410.47175542
1655510400000,0.6618013429903559,260979542.25311112
1655596800000,0.5839839200663519,228315641.44381142
1655683200000,0.6464171050243469,253162833.5301512
1655769600000,0.7034564581045544,276652477.17193544
1655856000000,0.7247523405711835,284184568.7930761
1655942400000,0.6995127066493351,274768312.57202226
1656028800000,0.8326858131915722,324434916.56165767
1656115200000,0.8543072049045697,336872802.90034443
1656201600000,0.8204240937817373,320644199.05131084
1656288000000,0.7584144479438457,297638904.8166856
1656374400000,0.7348718368468132,287960998.6400499
1656460800000,0.6958182380734874,273700750.4770023
1656547200000,0.7028157951449782,276052641.0636217
1656633600000,0.6687298171900836,262457330.1481724
1656720000000,0.7509880301530844,296733736.8508763
1656806400000,0.7766291995822628,304701103.2332327
