Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
14,Polygon,MATIC,matic-network,"$18,259,576,689.35",$2.55,7.162.892.403 MATIC *,"$944,553,719.06","0,69%","-0,99%","-11,39%"
18,Uniswap,UNI,uniswap,"$11,522,501,073.32",$18.37,627.270.117 UNI *,"$228,978,076.98","0,84%","5,30%","-1,71%"
29,Fantom,FTM,fantom,"$6,322,275,064.77",$2.48,2.545.006.273 FTM *,"$707,034,818.95","-0,13%","-3,82%","6,03%"
30,Decentraland,MANA,decentraland,"$6,093,730,774.27",$3.34,1.824.539.735 MANA *,"$327,806,774.30","0,15%","-0,17%","-13,57%"
31,Axie Infinity,AXS,axie-infinity,"$5,878,248,214.72",$96.51,60.907.500 AXS *,"$169,025,981.89","0,53%","2,63%","-10,28%"
35,The Sandbox,SAND,the-sandbox,"$5,453,462,636.01",$5.93,919.498.319 SAND *,"$695,851,906.55","0,68%","-0,70%","-11,86%"
47,Aave,AAVE,aave,"$3,582,210,859.27",$266.03,13.465.633 AAVE *,"$322,358,186.12","-0,11%","0,20%","-0,89%"
50,The Graph,GRT,the-graph,"$3,190,739,450.35",$0.6766,4.715.735.200 GRT *,"$95,214,892.71","-0,05%","1,84%","-8,06%"
51,Gala,GALA,gala,"$3,188,457,167.02",$0.457,6.977.205.436 GALA *,"$311,869,307.62","0,24%","-1,18%","-10,65%"
58,Curve DAO Token,CRV,curve-dao-token,"$2,604,809,677.01",$6.03,431.915.952 CRV *,"$865,727,990.41","-0,12%","-2,92%","5,19%"
