timestamp,price,market_cap
1648944000000,0.5115855625455987,3467655888.6821394
1649030400000,0.5168675989601815,3458174620.075767
1649116800000,0.49347406055258364,3305897074.240178
1649203200000,0.46033079761217277,3119532714.803651
1649289600000,0.4124208062312693,2790706717.412782
1649376000000,0.43201052481531294,2897608846.0195065
1649462400000,0.39453490752079384,2617747754.382558
1649548800000,0.4064099732743976,2718713433.4909987
1649635200000,0.38687815587135044,2608862868.037271
1649721600000,0.347293432848757,2328420635.087559
1649808000000,0.3738231765628526,2494064278.9648314
1649894400000,0.3837354061593587,2573048092.8238955
1649980800000,0.36395839605686575,2436587604.376218
1650067200000,0.3691493922707828,2478291557.8412027
1650153600000,0.3635486114988199,2438218010.23339
1650240000000,0.34978469753051444,2332499134.9154553
1650326400000,0.36232665352848403,2421773010.346031
1650412800000,0.36214085352584646,2425440593.261402
1650499200000,0.36255009660895093,2426297800.686785
1650585600000,0.35407180340440514,2448273690.668391
1650672000000,0.35394090066159595,2451103149.039816
1650758400000,0.3545933647130679,2462674868.017264
1650844800000,0.3573939272514214,2493592326.5318027
1650931200000,0.3590488620776914,2473997620.7741103
1651017600000,0.33828626398230843,2345101541.6699
1651104000000,0.36672166459405603,2535824752.377574
1651190400000,0.3593801705667111,2476879104.93213
1651276800000,0.34954281454630803,2409499253.6610365
1651363200000,0.3098313391854931,2132709380.1205761
1651449600000,0.3163679000321164,2188965006.7091427
1651536000000,0.30830906625763266,2128972009.9264963
1651622400000,0.3196241985495375,2216548399.961507
1651708800000,0.33926072072410746,2388442568.139042
1651795200000,0.3025142664136685,2072972290.8456674
1651881600000,0.2966652903145538,2054025352.751641
1651968000000,0.29332439299633123,2035466780.9840932
1652054400000,0.2988108079925727,2078019144.375021
1652140800000,0.24091392518513374,1685401694.8474817
1652227200000,0.24622285055767454,1701517424.5379732
1652313600000,0.15133645247718489,1068161360.9155415
1652400000000,0.1345612654526498,941413272.2369835
1652486400000,0.14872223076108743,1036592126.9925888
1652572800000,0.19345907281058763,1306939265.4790332
1652659200000,0.19940106538692695,1376104739.8166423
1652745600000,0.17295412917765918,1191054877.0082824
1652832000000,0.1801747098227898,1248725989.1293523
1652918400000,0.15724901972221253,1092844773.3010652
1653004800000,0.16180664006611248,1122544969.2411587
1653091200000,0.15140743419552405,1047932427.105855
1653177600000,0.158343613698434,1098764217.4170418
1653264000000,0.16342894397569363,1131713321.6052198
1653350400000,0.15459373977947008,1071650246.8353558
1653436800000,0.15498256988224215,1071083289.649557
1653523200000,0.15086841590942685,1045889558.3080542
1653609600000,0.13917202971737144,963927160.538113
1653696000000,0.13537607274080127,932513388.469152
1653782400000,0.13779194420912497,959484765.3972691
1653868800000,0.14233423083578936,986498173.9711626
1653955200000,0.15679917388034406,1081055584.4137914
1654041600000,0.1626049568430017,1131982397.4539816
1654128000000,0.14796505852999559,1027030122.3035349
1654214400000,0.15221188589486886,1055707673.6535107
1654300800000,0.14826507070777387,1087558960.867069
1654387200000,0.16539572074040482,1222093150.6192598
1654473600000,0.15612345311847292,1161045797.045814
1654560000000,0.15860449676303096,1178233355.1757495
1654646400000,0.15544533646203776,1155299789.606778
1654732800000,0.14850348874585403,1099186155.3045464
1654819200000,0.14791225484253706,1091688688.9599965
1654905600000,0.13733285271784312,1016300623.5420887
1654992000000,0.12263997108292644,903576870.861231
1655078400000,0.11224463114648615,840332627.226634
1655164800000,0.105182846718786,774573046.8464466
1655251200000,0.1056078288726981,780212343.8040997
1655337600000,0.11163838698826505,827279959.8901405
1655424000000,0.09739645802963415,719367626.4429016
1655510400000,0.09892527881867139,734036312.4759153
1655596800000,0.09938800905565687,731324095.9989125
1655683200000,0.10298936309871741,760922974.8210098
1655769600000,0.10449774017223035,774845345.5218635
1655856000000,0.10940258001866864,810265068.3298905
1655942400000,0.10471773247237608,778979306.9178653
1656028800000,0.11177810634661267,826477095.0606085
1656115200000,0.11682397485555916,869291138.3721093
1656201600000,0.11623117244724543,859839833.169254
1656288000000,0.10838869236836877,801013811.958528
1656374400000,0.10843813656270639,801489139.3290341
1656460800000,0.10000522619073135,735133806.314965
1656547200000,0.09430402714152111,700376218.9396701
1656633600000,0.0945048396011769,693508749.0652589
1656720000000,0.0922679420196345,692141596.7636108
1656806400000,0.09419648639080862,695965791.9327888
