timestamp,price
1609632000,777.6960653039432
1609718400,967.0005967288458
1609804800,1025.6547675669035
1609891200,1103.3582516225742
1609977600,1208.5750928728885
1610064000,1229.4713150147782
1610150400,1223.7296883535275
1610236800,1282.979575527323
1610323200,1267.7310031512136
1610409600,1092.9143378806064
1610496000,1045.406815230412
1610582400,1132.0155910164729
1610668800,1216.9147884634556
1610755200,1171.8600177046465
1610841600,1234.6318700828049
1610928000,1229.379698072007
1611014400,1255.976691513213
1611100800,1383.4840902277115
1611187200,1385.8529958752583
1611273600,1122.912432537305
1611360000,1236.6834427536564
1611446400,1231.176379704471
1611532800,1392.5397634449737
1611619200,1323.4295031020106
1611705600,1355.233724240999
1611792000,1253.141671558609
1611878400,1328.773619066556
1611964800,1380.2842591352105
1612051200,1372.427228964234
1612137600,1317.0474362291777
1612224000,1368.6644548123775
1612310400,1514.2251957516528
1612396800,1661.000824367477
1612483200,1587.8008991859367
1612569600,1724.8569083393102
1612656000,1683.941297865053
1612742400,1608.6405479857196
1612828800,1750.997553719215
1612915200,1769.053533934599
1613001600,1739.164209004836
1613088000,1782.5088691218523
1613174400,1841.1977507032907
1613260800,1810.8425457323726
1613347200,1804.9841464366498
1613433600,1775.758351701864
1613520000,1782.5753090505934
1613606400,1845.5739221567521
1613692800,1938.5694368074617
1613779200,1969.9797177628186
1613865600,1929.367692879665
1613952000,1941.4267676797988
1614038400,1788.6152102806425
1614124800,1563.9246059011416
1614211200,1628.391533792655
1614297600,1468.8601037286776
1614384000,1450.988746804119
1614470400,1480.1295768477528
1614556800,1416.661552837565
1614643200,1570.3996896340539
1614729600,1497.0891042633873
1614816000,1579.4271687603093
1614902400,1546.4996211167372
1614988800,1539.0484290947375
1615075200,1661.9279698998157
1615161600,1727.463096224567
1615248000,1837.5330305439452
1615334400,1869.3311016255
1615420800,1802.3110916881178
1615507200,1826.0574768119818
1615593600,1770.9361793697751
1615680000,1927.7207203999014
1615766400,1866.0715447008808
1615852800,1791.047851830107
1615939200,1808.5512173614395
1616025600,1828.7548332342565
1616112000,1780.1596459528505
1616198400,1817.1329628084297
1616284800,1817.8601431294944
1616371200,1790.3780747526928
1616457600,1686.8911971580417
1616544000,1673.8591835627929
1616630400,1581.631055931366
1616716800,1587.2979641585232
1616803200,1700.3668693581185
1616889600,1713.8378756834459
1616976000,1689.0367982059097
1617062400,1817.626388088868
1617148800,1840.294951985396
1617235200,1915.8325358462234
1617321600,1970.4711995232753
1617408000,2134.101788297294
1617494400,2016.6672472930366
1617580800,2077.755212422407
1617667200,2097.7963827792596
1617753600,2115.0554517461082
1617840000,1989.1480619041722
1617926400,2081.3540625398964
1618012800,2069.6677960855295
1618099200,2142.7960653929085
1618185600,2150.2651427927744
1618272000,2142.476275865736
1618358400,2304.3435163110134
1618444800,2429.6615277515734
1618531200,2514.1684155812304
1618617600,2424.5538447081194
1618704000,2345.266962776132
1618790400,2245.7607533508544
1618876800,2168.032726735651
1618963200,2324.2846872281943
1619049600,2373.501344298211
1619136000,2426.0711497906045
1619222400,2364.2312036020908
1619308800,2212.8437976342047
1619395200,2307.35532084471
1619481600,2532.3868028851084
1619568000,2647.158189660288
1619654400,2748.7845851218613
1619740800,2757.497552304977
1619827200,2776.70371169874
1619913600,2944.9169473185057
1620000000,2953.2973480804735
1620086400,3439.8550695192603
1620172800,3245.663148933579
1620259200,3524.562728476055
1620345600,3495.0758690360576
1620432000,3493.534500000208
1620518400,3912.7429165968124
1620604800,3932.754068170969
1620691200,3979.6086519212827
1620777600,4182.790285752286
1620864000,3906.108903329409
1620950400,3750.3415950592753
1621036800,4088.73170832043
1621123200,3659.9218442136184
1621209600,3602.0048969299023
1621296000,3288.2298872378637
1621382400,3399.0492796569383
1621468800,2505.014945945662
1621555200,2778.279660560299
1621641600,2419.1032171150196
1621728000,2306.371266867117
1621814400,2120.0373745099428
1621900800,2640.1596323488234
1621987200,2695.4778071496326
1622073600,2882.483407624011
1622160000,2742.990862697615
1622246400,2433.328865728611
1622332800,2294.626285512794
1622419200,2395.8532280027384
1622505600,2708.429865793973
1622592000,2632.6565998696506
1622678400,2717.1540367097723
1622764800,2858.27670209791
1622851200,2694.4976666790503
1622937600,2624.7689150594238
1623024000,2711.5479390111605
1623110400,2580.5355800598445
1623196800,2528.022300878691
1623283200,2620.6253893038547
1623369600,2486.600068788676
1623456000,2356.6347741896757
1623542400,2379.991747950219
1623628800,2517.771695525423
1623715200,2587.381610979154
1623801600,2561.1883309320033
1623888000,2365.872786190649
1623974400,2380.744519633922
1624060800,2231.554315497782
1624147200,2176.308536317709
1624233600,2251.5605593660407
1624320000,1900.1222998935382
1624406400,1875.3576944712033
1624492800,1971.1059779809414
1624579200,1990.0761511910587
1624665600,1833.4631609981645
1624752000,1817.047665540675
1624838400,1973.9268648383472
1624924800,2087.5187237874175
1625011200,2169.400067865984
1625097600,2279.354161419647
1625184000,2121.657900633364
1625270400,2157.880584866453
1625356800,2228.532398568573
1625443200,2329.004750998825
1625529600,2217.3018530598792
1625616000,2320.6549288317
1625702400,2317.23694270242
1625788800,2126.4424673902267
1625875200,2156.5809569525845
1625961600,2123.0585974934124
1626048000,2144.0142572722566
1626134400,2042.4991866143628
1626220800,1944.3950166372085
1626307200,1997.6633136705987
1626393600,1910.7269516309964
1626480000,1874.2002496808186
1626566400,1899.8427500663568
1626652800,1905.723382843169
1626739200,1824.929392091902
1626825600,1794.973425186835
1626912000,2003.7239214521073
1626998400,2027.5334479167045
1627084800,2117.154607794504
1627171200,2183.627414557696
1627257600,2209.4993601030114
1627344000,2230.212067673471
1627430400,2292.579636803809
1627516800,2299.689405936291
1627603200,2383.443259961735
1627689600,2462.3999826480103
1627776000,2541.674599365905
1627862400,2555.408178513038
1627948800,2611.6730699481845
1628035200,2521.268474889094
1628121600,2724.5322427136302
1628208000,2821.649692746136
1628294400,2888.7322742752317
1628380800,3151.2175169176753
1628467200,3012.3085592702105
1628553600,3163.0646551948857
1628640000,3147.842995401753
1628726400,3166.6472179679286
1628812800,3048.4126816864195
1628899200,3323.19799054098
1628985600,3268.5481770314927
1629072000,3309.7549104132368
1629158400,3153.583683763619
1629244800,3007.1440271712713
1629331200,3037.230251196439
1629417600,3144.8184367851927
1629504000,3276.9698366433354
1629590400,3224.0004601521537
1629676800,3243.4863583537394
1629763200,3320.4091697810586
1629849600,3177.6637963046905
1629936000,3231.4414517287996
1630022400,3122.971797237849
1630108800,3267.539434750998
1630195200,3245.430222387629
1630281600,3233.383151693551
1630368000,3232.7338632854617
1630454400,3440.5623358869034
1630540800,3790.6139962215557
1630627200,3793.3007433464186
1630713600,3936.1633916244464
1630800000,3894.937511605067
1630886400,3950.270344526561
1630972800,3943.256785301908
1631059200,3440.3417568365676
1631145600,3496.859022996073
1631232000,3435.97993265133
1631318400,3209.915696090501
1631404800,3268.1041621348804
1631491200,3417.839366766938
1631577600,3301.186776828727
1631664000,3425.2508733748823
1631750400,3595.9625714292315
1631836800,3573.3075160249905
1631923200,3412.177182421673
1632009600,3427.58426153173
1632096000,3335.884886514119
1632182400,2977.3226793404747
1632268800,2744.1109995297
1632355200,3074.119761245824
1632441600,3159.269865581771
1632528000,2930.7427060738946
1632614400,2946.9708461401983
1632700800,3063.31634471348
1632787200,2939.742282853775
1632873600,2798.9844172601042
1632960000,2855.6117305265157
1633046400,3013.4932320320772
1633132800,3305.107041443724
1633219200,3393.9242492696653
1633305600,3426.387080851377
1633392000,3390.310407759615
1633478400,3520.3422566393974
